obs_names,RPS5,RPL11,RPL35A,GABARAP,DSTN,OAZ1,RPS6,RPS14,RPL31,RPL24,RPS19,RPL36,RPL27A,RPL19,RPLP0,RPS2,RPL13A,RPS4X,RPL3,RPL4,RPL13,RPL5,RPS23,RPL37A,RPS25,RPL12,RPL38,RPS29,RPLP2,RPL30,RPL18,RPL7A,RPL14,ATP5L,FAU,RPL37,RPL10A,PFDN5,RPS20,RPL8,RPS7,PEBP1,RPL36AL,UBB,EEF2,TPT1,UBL5,COX6B1,UQCR11,ATP5G2,COX8A,LAMTOR4,CHMP2A,SLIRP,TCEB2,NDUFS5,MYO1D,CYB5D2,GAA,PSMD1,NDUFA13,COX7C,LRPAP1,WDR83OS,ATRAID,LAPTM4A,MALAT1,KRTCAP2,SPCS1,NDFIP1,ZRANB2,PSAP,CD59,CTSA,CADM1,SIL1,KIAA1324,APLP2,GRN,ATP6AP1,SYT7,RUFY3,TMED4,ESYT1,PPT1,PLD3,ERLEC1,DDOST,DHRS7,DZIP3,ABCA5,OCIAD1,CLDN7,PON2,COX6A1,TMEM205,TCAIM,GPN3,RAD21,TEX30,VAPA,NRBP1,RTCA,BRAP,ZFAND1,NOSIP,LYPLA1,ELF3,GRAMD3,MAP2K1,EPB41L4A-AS1,GOT1,CRCP,SMC4,NT5C3A,EIF2S2,GARS,DDIT4,YARS,EIF4EBP1,ARG2,ASNS,XPOT,MTHFD2,CEBPG,SPIRE1,UGDH,TRIB3,DDIT3,TCEA1,MIR6758,MARS,PCK2,RNF187,RBCK1,MAP7,SYNCRIP,THUMPD1,BCL7B,ZFAND5,COG5,DNTTIP2,ZNF770,DCAF5,EIF1,PTP4A1,H2AFJ,NAMPT,NOP56,TBPL1,NBR1,PALLD,DCAF12,SEPHS1,MIER1,BIRC2,HIST2H2BE,HSF2,LRRC58,AGPAT2,CAPN2,MARCKS,CDH1,CD82,TMED6,USH1C,LLGL2,ACTN1,SLC9A3R1,CARHSP1,ARHGEF10L,ABHD15,TMEM176A,TMEM176B,EPS8L2,NCOA6,PXK,ADCK3,IGFBP7,KIAA2018,MLLT10,SETD2,WASL,SLC4A2,VEZT,GNB2,DPP8,PPHLN1,IFT46,ARAF,WDR55,GADD45G,UBE2J2,AAAS,TRMT6,MAX,PLOD1,PFKL,GNL3,MAPKAPK5,APCDD1L-AS1,DHRS3,PLA2G16,TUBGCP4,PREP,C9orf64,CDC73,SRPK2,TIMM22,SYT4,C9orf156,PHF23,FNDC3A,ODF2L,PTMS,OBSL1,DMKN,TXLNA,USP8,ZNF346,SCG3,ERO1LB,SLC30A8,KCNK16,MLXIPL,SYT13,ABCC8,SCGN,GNAS,SCD5,SURF4,SLC7A8,ATP2A3,OLFM2,C1orf127,ELMO1,EID1,GAD2,STXBP1,PRKAR1A,UQCRC1,PCSK1,PRCP,NDUFB2,PFN2,ATP5A1,C19orf60,LSAMP,PAM,SPINT2,PCSK2,BCKDK,PLSCR1,UBA2,IDH2,MRPS2,CCNL1,HNRNPDL,H3F3C,PAFAH1B1,MAPRE1,CHMP1B,SYPL1,FNTA,ZNF24,STX5,WDR48,C11orf58,TMEM134,TMBIM1,RQCD1,ARL4D,RBP4,KCTD6,FAM3C,TMEM18,RPS27L,ITGB3BP,EXOSC1,TRAPPC4,SENP7,TRAPPC6B,TRIM52-AS1,HCG18,ZFPL1,EBNA1BP2,ANP32B,PTPN3,BCL2L13,DDX50,NELFE,CHCHD7,DARS,PFKP,UBE3A,PSMB2,DDX3X,MPHOSPH10,SMEK2,SMARCA5,ZBED5,EPB41,HNRNPUL1,GATAD1,VMA21,DYNC1LI1,LINC01420,TTC28-AS1,MPLKIP,ZNF585A,BTG1,VPS4B,PDCD6IP,EIF5A,EIF5AL1,TTC9C,POLE3,POLR2H,TMEM68,SHMT2,LUC7L2,LSM7,GINM1,USP30,DERA,WARS,ARL1,FLOT2,NAPA,TRAPPC1,CHMP5,HSBP1,SEPW1,ENO2,PGK1,TMEM14B,COX5A,SSBP1,NDUFB10,RAB5C,LSM4,ANAPC11,WBP2,NDUFB4,TMEM141,PRDX5,NDUFB1,C14orf2,MRPL33,COMMD6,COX5B,TOMM22,COX7A2,COX17,NDUFA7,ROMO1,UQCRQ,COX6C,PRDX2,ZCRB1,ATPIF1,PCP4,SCP2,FKBP3,C17orf89,PPIA,SERPINB6,HMGN2,SRP9,POLR2I,MRPL20,UROS,FIS1,SUMO3,PRMT2,GTF3C6,OAZ2,NDUFB3,RBX1,S100A11,MRPL53,MPV17,OCEL1,VPS29,MGST3,PTGR1,TCEAL8,PARK7,COX14,SNRPE,RAB3A,SNRPD3,C18orf32,GNG4,VPS72,DLD,NDUFB11,C1D,ARL2,PSMB1,SUMO2,ATP5O,MYL12A,PSMA1,NDUFA8,TIMM17B,NGRN,TXN,PSMA6,PSMC2,GTF2A2,HMGN1,COX7A2L,CSNK1A1,RAB1A,NUDCD2,ATP5H,VCP,MPC2,PCBD1,C11orf31,EIF2AK1,NTPCR,GRHPR,ERP29,CNP,POLR2E,TSR2,ATOX1,ARL3,POLR2L,LAMTOR1,ATP5G3,ALKBH7,LINC00263,PSMB5,METTL5,CMC1,EDF1,TIMM23,PSMB3,ATP6V0E2,LGALS3BP,NEUROD1,HEPACAM2,BMP5,RASD1,CASR,LDOC1,ACLY,MAFB,TMEM37,PAPSS2,RIN2,TSC22D1,MAFA,NPTX2,RASGRF1,PFKFB2,LMO1,CD14,PDX1,GCK,RAB11B,FFAR1,SLC25A34,SNX14,ABHD14A,CDIPT,RPN2,GPAA1,RAB1B,SERPINB1,ACAT1,THYN1,NCSTN,CYP27A1,RNF130,PLP2,DPM3,PDCD4,HMGN3,PKM,MOCS2,ATP1B1,PAX6,C10orf10,TNFRSF1A,SPINT1,GPR56,MAGED2,LGMN,BEX4,CD47,TSPAN31,ANXA11,COPS7A,AP1G2,NPTN,ALDH1A1,RGS4,ARL15,CAMK2N1,TMED7,SCAMP5,ID3,ID1,ID2,SAMD11,CDKN1A,ID4,SMAD7,SKIL,BTG2,DBI,EGR1,FOS,JUNB,CHRAC1,KLF10,MORN2,DUSP1,ISL1,PLK2,RHOBTB3,IER3,DDR1,LINC00673,CDC42BPA,TMEM30B,CASC4,TK2,WDR6,RNF220,C7orf49,MAPK1IP1L,GSTO1,MICU2,MDH1,GSTO2,NME3,GRSF1,COMT,PAFAH1B3,DYNLL1,DYNLT1,RNASET2,NIT1,FAM219B,PSMG3,MRPL12,ARHGEF3,TMED1,TMEM175,UXT,OSTF1,BLOC1S1,C15orf57,PFDN4,B9D1,TUBGCP5,AP1M2,HCFC1R1,ECHS1,GLOD4,TIMM50,BBX,CREBL2,PCYOX1,DPY30,PRMT6,RNASEH2C,HIST1H4C,RAP1GAP2,PDK3,NKX2-2,RAP1GAP,NFYC,COA5,DCTN6,NIPSNAP1,IPO9,AP1S1,SLC25A39,TUBA1B,TUBA1A,NDUFAF3,LDLRAP1,SLC35F6,SCOC,CNOT7,CHURC1,HAT1,MRPS11,LYRM5,C5orf24,ACO2,PSMA3,CBX3,COMMD8,EEF1E1,BLVRA,RAB6A,DAP3,TIMMDC1,MED29,PUF60,MRPL15,HAX1,GOT2,NIPSNAP3A,TPI1,PGAM1,BNIP3L,ENO1,EDARADD,RNF11,HMGCL,TOLLIP,ARHGDIA,UBE2I,AAMP,ALDOC,C14orf1,GCG,C4orf3,GC,TMCO1,CLNS1A,PROSC,MRPL49,PITHD1,POLD2,DHPS,DNAJA3,DCK,MRPS16,PGLS,APMAP,CCT7,C11orf73,DLGAP4,TALDO1,BROX,CCS,CCNH,NDUFV1,PMVK,VAMP8,PYCR2,ANXA6,SPRYD3,NHP2,ARFIP2,FTO,PAICS,DDX17,THTPA,MRPL48,NDUFB5,LYRM9,ACADM,UBE2N,DARS2
351,8.612616,9.614171,9.265247,9.0267315,8.971489,8.426373,10.385096,9.1773815,10.369288,8.2918215,8.963016,9.766737,6.257668,9.571868,8.7351465,6.896322,8.980007,10.001787,10.307736,7.656568,6.5368404,9.638911,6.938074,11.219772,9.120679,7.6407356,9.906611,8.882632,9.468037,10.6347885,10.294604,8.151735,7.259303,7.947168,8.546537,6.4789615,8.294439,8.49349,8.040586,10.52014,5.8763294,8.482059,8.038201,7.6551313,8.195058,7.8569727,8.252385,8.670776,6.519785,9.361747,9.195401,8.393837,6.4947433,6.073426,6.860493,7.134986,3.3703225,5.825077,4.5572524,7.608071,8.85108,9.733983,4.2709846,7.9689074,7.958845,8.385575,12.485392,7.9104223,7.732652,6.3104944,4.025914,8.923498,5.3199706,5.2629457,7.162754,5.4577074,3.773172,7.795948,6.908144,5.2735057,1.5860258,6.7628913,7.3274255,4.966983,6.7764516,7.63778,8.147416,7.7182126,8.450898,3.4722803,4.595545,7.5209565,7.195039,6.774876,6.132727,7.423244,0.0,0.0,2.8815417,6.0945764,5.745085,3.8573601,0.0,0.0,0.0,6.832096,0.0,0.0,0.0,2.3711092,7.307368,0.0,0.0,2.3213131,4.5896893,4.888479,5.405213,1.2698569,6.6823173,0.0,5.65863,0.0,0.0,0.0,5.050456,6.3008223,7.325811,0.0,8.142578,4.5664463,7.30377,4.8476596,0.0,4.3737416,4.3712735,5.2174096,0.0,0.0,6.256756,5.662336,0.0,0.0,0.0,0.0,8.709829,0.5713345,6.306912,1.887096,4.452389,0.0,0.0,0.0,5.3720856,4.4384212,4.3765373,6.6013794,0.0,5.836294,3.8597183,0.0,0.0,4.3990917,5.6376977,0.0,0.0,0.0,0.0,0.7344999,0.0,0.0,3.1897361,0.0,0.0,1.7989777,5.2177424,0.0,6.5169015,0.0,0.0,0.0,0.0,5.016792,4.5037146,0.71755624,2.9088206,5.510345,0.0,4.2283173,0.0,0.0,0.0,0.0,4.9086356,5.495219,4.4629345,4.260952,0.0,0.0,5.355551,0.0,4.2246637,0.0,5.875854,4.1829724,0.0,0.0,3.7538877,4.698062,0.0,4.2563186,4.808611,0.0,6.695171,0.0,0.0,2.8023741,0.0,6.0435925,0.0,0.0,8.011143,7.2542853,5.8249187,9.625831,3.354661,4.3687057,6.125993,10.36463,12.192014,4.211904,6.0578227,4.006604,5.21432,2.575998,3.5542345,5.9361625,8.285463,9.62453,8.098904,7.1571517,3.1120408,8.68036,4.899495,9.194996,7.534882,8.9568615,0.0,0.0,8.602941,8.202878,6.277866,6.093835,0.0,5.8710294,0.0,0.0,0.0,0.0,0.0,1.6791042,0.0,6.8945756,2.4739797,6.318747,0.0,1.2315998,4.3957505,5.8149285,0.0,0.0,4.39817,0.0,0.0,0.0,2.9851568,0.0,4.4282804,0.0,0.0,2.8726559,0.0,6.4724593,6.03313,0.0,0.0,0.0,1.3392262,0.0,5.1806197,1.560014,0.0,6.3624377,0.0,6.205562,2.575261,0.67820776,1.6560862,0.0,3.0685952,6.363519,6.4089856,0.0,5.380355,5.5742235,5.3087554,5.9594407,0.0,0.0,6.365638,0.0,5.526293,0.79244775,4.87155,5.15282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.757193,5.977295,7.463355,0.0,7.855546,6.3378234,8.405395,4.760608,8.527867,8.073595,5.861692,0.0,5.6215463,9.366168,6.7472577,5.5280743,6.9591737,7.0350056,5.661273,7.7264924,0.0,7.994941,7.7771287,7.9064674,7.765466,6.2912803,7.997845,5.7279444,10.159731,0.0,5.8060555,7.786586,6.9152966,8.676291,0.0,5.052375,6.211999,5.8781285,7.72966,0.0,0.0,3.4231284,0.0,1.1736591,6.793105,7.6991234,5.1288476,5.8018637,5.362912,6.4004273,7.4070067,4.264546,6.305847,0.0,4.676017,0.0,5.7509356,6.4006824,0.0,6.2904406,6.7177067,6.3465347,6.0472116,9.397963,7.236126,4.971064,5.01348,6.0810366,5.447358,6.5617228,5.7522974,5.5773525,6.2015944,1.6186919,6.2374077,8.479553,5.701327,7.997948,8.191905,7.008957,0.0,4.9522657,8.352613,8.409406,6.112614,5.997479,7.2087307,5.5971336,5.9291177,5.811403,6.896828,0.0,6.9873724,6.4618025,3.9253035,5.7149425,7.0742965,2.4341228,7.137614,0.0,7.0918684,7.127539,5.2400103,7.6079674,0.0,3.8484046,5.8443623,7.4518456,7.617973,5.181826,7.3325014,6.564304,7.664824,0.0,7.2747216,7.270625,8.13227,7.7713275,7.8296256,5.3702006,8.340216,2.1435642,9.349755,4.976014,5.9048367,7.311707,1.9690484,0.0,8.4287615,0.0,8.849986,1.6248287,8.556554,4.536685,5.9502506,0.0,0.0,7.7758007,4.662799,5.9616485,6.2981353,0.0,0.0,6.5159516,0.0,0.0,0.0,5.8559175,0.0,7.0309744,0.0,6.6420226,0.0,7.1930447,0.0,6.9717526,6.9032793,5.4968433,6.292789,4.724165,7.7914076,6.318383,5.7499533,4.142627,1.0571613,5.64595,0.0,6.9911942,7.1629014,4.4622183,0.0,7.624992,0.0,5.6808405,4.2325053,6.0608816,0.9460669,0.0,0.0,4.8886585,4.0194182,0.0,0.0,0.0,0.0,7.2259846,0.0,0.0,2.5722828,0.0,9.074319,9.33008,7.742323,7.085361,5.1116753,0.0,6.0819445,8.082132,0.98982036,4.154069,0.0,5.040288,6.5469227,5.8297167,4.119662,3.7869546,3.8028564,5.187153,6.312155,0.0,3.7262318,0.0,6.343424,6.7265043,9.000271,7.050503,0.0,3.7335887,4.3487267,0.0,7.6658,7.9946237,1.5744336,5.636024,4.4059772,6.1251464,0.0,0.0,0.0,0.0,7.7815557,5.8454413,0.0,5.27042,3.972396,0.0,3.012322,7.0325503,6.5121374,6.33995,5.593506,0.0,5.898941,6.335668,6.090458,7.309582,5.7834396,2.854958,6.8470707,6.0191927,3.990907,1.7560098,5.1286635,0.0,6.2586575,7.551998,0.0,3.1612327,3.842527,5.949649,0.0,7.515466,7.9814587,5.9851556,4.6449738,6.1772366,5.674353,3.453551,7.019655,0.0,5.9286547,1.8564671,0.0,3.7713277,0.0,5.8785152,4.6045256,7.1809955,5.820668,6.0459647,7.8403406,0.0,5.9613314,3.4458036,5.6830854,4.8883595,0.0,7.1038527,4.401008,6.985911,9.039907,2.24226,0.0,0.0,6.5373416,4.578312,4.9662786,6.333333,5.818021,5.754543,7.247574,6.514987,0.0,6.0624,8.392233,5.0757856,7.442266,5.2895536,5.680744,5.33339,4.961404,6.6260037,4.3725524,3.6956728,6.645117,7.7658277,6.2689867,3.893632,0.0,3.016207,0.0,8.057647,5.608505,5.4848475,7.1087327,4.85423,2.5749943,7.349023,4.780401,4.7320166,4.146301,5.628249,6.0927577,0.0,0.0,6.102534,0.0,7.028468,0.0,0.0
352,8.675333,10.613765,9.696981,9.76884,10.678868,8.521578,10.455788,9.686865,9.29198,8.396917,7.4835925,9.650336,5.4198203,10.251328,7.9408674,6.8237653,7.4269414,9.538864,10.860777,9.447697,6.368735,10.2144375,7.0576944,9.79218,9.257824,8.045911,9.729624,7.086501,8.748471,10.230093,10.064099,8.135076,7.5469737,7.751975,8.351055,6.193393,8.042691,9.359227,7.7011857,9.755007,4.443294,8.666619,8.110822,9.591288,6.5221167,8.341576,8.751279,8.076303,7.210789,7.9590893,7.711613,6.230124,8.049643,7.0433245,7.7461786,8.693682,5.4306316,6.028594,0.0,0.0,6.982432,9.024445,3.9393358,7.125387,7.71707,8.231839,12.198827,9.182607,9.100607,6.373531,4.4437666,9.78428,7.3406873,7.245494,7.788205,7.9280906,6.2903643,8.126672,4.906077,5.0608363,5.2827196,0.0,8.576727,0.0,7.648386,7.9491677,8.619799,8.96298,7.6982613,2.3805377,5.211576,9.014639,7.589854,6.4873037,6.5462055,7.4231215,0.0,0.0,2.9043431,6.451663,4.5927973,6.5509267,0.0,6.0556283,5.5704856,6.699213,0.0,0.0,0.0,0.0,2.8733027,0.0,0.0,0.0,0.0,2.7717624,7.1963015,0.0,0.0,0.0,0.0,3.2098713,0.0,0.0,0.0,0.0,7.399916,0.0,8.918878,0.0,0.0,4.0808167,0.0,5.3067884,0.0,1.5247769,5.01546,0.0,4.9958696,4.4661794,6.584084,7.8540387,4.619088,0.0,10.430245,3.8440878,0.0,3.208819,6.623929,6.3588295,0.0,0.0,0.0,0.0,4.5911856,0.0,0.0,5.141661,5.0208826,0.0,5.9214225,0.0,4.3095016,0.0,0.0,0.0,0.0,4.4115396,4.828605,0.0,0.0,5.1200867,9.075741,9.544172,1.7677652,0.0,4.055323,0.0,6.024423,4.8077393,4.858766,1.4811709,0.0,0.0,4.946503,5.793964,0.0,7.544227,8.477236,5.2850957,0.0,0.0,4.8771863,6.5944285,0.0,4.9977536,0.0,0.0,4.791598,5.156862,0.0,6.4716086,0.0,4.6151466,0.0,0.0,0.0,3.269386,7.9089155,5.4403763,0.0,5.5892444,3.0311599,0.0,3.8216078,4.473897,0.0,6.259503,4.0299563,0.0,8.77132,6.877714,8.539965,7.2392054,6.394422,5.1182604,5.3546033,9.36621,11.750953,0.0,8.552979,6.3757553,2.4987733,0.0,0.0,5.4163446,8.638209,9.587178,6.4918175,8.187301,0.0,9.288771,8.126737,8.117171,9.911159,8.282559,6.812175,1.3752909,8.926109,9.05921,6.7290998,0.0,3.8751972,4.8752236,0.0,0.0,6.245234,7.3842425,4.4881644,0.0,6.9303937,0.0,0.0,6.337563,4.1505156,2.355966,0.0,5.4808826,6.114961,7.367786,5.177941,0.0,0.0,0.0,2.0070353,0.0,7.394614,0.0,0.0,7.822883,5.8197427,6.2726274,0.0,1.1180806,5.1065803,6.8488183,5.835442,0.0,4.264756,0.0,0.0,7.5637755,7.320974,6.088162,5.484689,3.3998725,4.947698,0.0,1.2696797,0.0,4.1323786,0.0,2.4425402,0.0,6.4714584,5.7085023,3.5711982,0.0,0.0,4.431936,1.4112599,4.2397084,0.0,4.8518963,1.5702101,0.0,0.0,0.0,4.933096,5.4919395,3.8861947,5.8854475,6.3706613,3.777269,5.0255966,8.009665,6.960529,0.0,6.5341215,6.2342725,5.3627133,7.105811,7.752404,7.4562163,8.983326,6.2654533,4.9294615,8.536594,6.909668,4.538944,5.438691,7.1535897,6.4980016,8.159154,0.0,7.7424664,8.08461,9.180818,7.3347893,3.4022195,8.713857,6.378135,9.386285,5.7703276,7.399916,7.399916,6.661036,7.3668394,8.154086,5.525672,6.6257553,8.6746855,6.1564264,7.357688,4.8064203,4.7769365,0.0,5.433169,8.096476,6.3822756,0.0,0.0,6.5392914,6.8314323,0.0,3.162299,7.881092,8.02694,4.701344,5.6969647,3.6478019,0.0,0.0,4.9491096,7.368397,7.5608134,7.3821797,8.317078,6.818256,5.6388774,4.4014287,4.625849,6.808666,2.5493736,3.9822087,0.0,7.320421,4.235132,5.0658436,8.368723,6.837877,7.238153,6.211221,8.548933,7.8704305,0.0,6.927016,6.142222,7.949554,7.593519,7.785782,6.7954473,6.5841384,6.6198483,8.639476,6.7087564,7.248862,6.8642697,6.003788,3.3590016,4.9161005,7.1816783,4.1498685,0.0,8.635655,5.0188093,4.609924,3.6326938,6.7701445,5.0939293,7.287603,6.283457,7.8807845,6.520705,7.4028163,9.676626,9.139119,0.0,8.693748,6.884823,8.251319,5.284793,7.581536,7.9666286,0.0,6.142222,5.15445,5.9667544,7.6178737,6.677529,0.0,0.0,8.13009,3.9289463,3.5041597,2.06478,10.253497,3.934141,1.0483308,6.562013,6.459636,5.179303,0.0,5.8252726,0.0,0.0,5.488098,6.6662555,4.1750164,6.975542,6.741407,3.6545768,5.175994,7.612607,0.0,7.902937,0.0,7.035621,6.3272896,7.5790887,2.1340165,6.202486,7.731002,4.544722,7.620168,7.506178,6.7462554,4.417088,6.3574095,5.7100167,7.6230826,7.6653595,9.646072,4.939087,2.8434553,5.933931,6.241439,0.0,5.5887938,2.88326,0.0,7.1682453,0.0,6.253731,5.2552543,0.0,0.0,0.0,5.8221297,8.53197,0.0,0.0,0.0,7.243035,9.057631,5.214763,3.5238974,7.275449,5.7085023,7.8011374,7.4456344,4.7617474,6.005825,0.0,4.6685743,8.967514,6.8926916,6.565677,0.0,6.036287,3.892875,4.561318,5.0593085,3.4646375,0.0,3.66433,0.0,6.506098,7.775585,8.854761,0.0,5.480559,6.7885337,6.6722336,8.977215,0.0,7.06573,0.0,0.0,6.1511216,4.943598,5.125578,7.093116,3.8985279,8.199617,0.0,7.7674413,0.0,3.61185,7.1920705,3.392802,4.963587,5.9297843,5.5384555,0.0,4.6146502,3.6823032,5.7146673,5.6489415,6.068361,0.0,4.7901945,0.0,4.925186,4.0842648,3.0469012,0.0,0.0,6.5708036,8.335646,5.175492,1.8865362,3.6610477,5.1020093,6.583789,9.200942,7.5334578,0.0,3.8598228,7.2289934,7.587215,5.9502926,6.781502,0.0,0.0,4.6100216,0.0,6.520803,2.2643735,5.0498843,4.629801,0.0,6.1686873,4.9997516,7.9519486,0.0,5.6929398,0.0,8.04458,5.42954,7.5750303,8.9575205,4.7737,5.2363143,8.843002,3.255552,5.7173033,4.5022583,5.402031,4.106132,4.2847414,3.7411,0.0,5.4967227,6.8798103,5.7276387,0.0,7.533137,5.0880976,0.0,0.0,0.0,0.0,7.663267,0.0,5.8100085,5.4602013,0.0,9.026365,6.9108677,5.684319,0.0,7.367243,5.0658646,6.0636315,0.0,5.4393063,3.6590006,0.0,0.0,6.5220165,5.138849,6.1670184,0.0,4.217412,6.442507,5.8943214,0.0,0.0,0.0,5.835761,0.0,7.27557,0.0
